Adelelmo,Ardito,ARTADL70E07X736X,Pordenone,Via Fontanazze 20
Marciano,Critelli,CRRMAI99C39W494M,Pasiano di pordenone,Via Delle ginestre 2
Adino,Fasiello,FAAADN34R00P126A,Rivignano,Via Cavour 103
Crocifisso,Castriotti,CASCRS72D09O068A,Gonars,Via Matteotti 5
Coraggio,Kulla,KULCOG09A19N522G,Chions,Via Villafranca 8
Rovano,Pane,PANRON69E26O496W,Frisanco,Via Bianchini 1
Remon,Gancarczyk,GACREM42P21G196T,Azzano decimo,Via Cav. di vitt.veneto 58
Selenio,Tafuri,TAASEE00F12F278F,Brugnera,Via N. sauro 127
Alesio,Distratis,DITALL93S10M290F,Reana del rojale,Via Del santuario 41
Gioacchino,Della ciana,DE GIC68L24V334L,Majano,Frazione Susans 197
Geraldo,Ficco,FICGEL48O20T150B,Fontanafredda,Via E. fieramosca 2
Neno,Castriotta,CATNEO03K11V383L,Roveredo in piano,Via Donatori del sangue 8
Alcino,Zaharia,ZAHALC68E26G906K,Azzano decimo,Via Fiumicino - fraz. tiezzo 3
Eudoro,Sebti,SETEUD01U01E856O,Cividale del friuli,Via Pietro zorutti 16
Riniero,Carboni,CAARII54S01Z502V,Reana del rojale,Via San marco 33
Audisio,Munteanu,MUAAUI69H30J584H,Clauzetto,Via Pradis di sotto 85
Avanti,De gabrieli,DERAVT98D04N547W,Pordenone,Via San quirino 7
Falco,De bellis,DEBFAO82V34L923Q,Pordenone,Via G. leopardi 4
Gelfrido,Veneziano,VEIGED80A33J803H,Campoformido,Via P.zorutti 118
Bettino,Mali,MAABET18V14S859M,Remanzacco,Via Deganutti 44
Castore,Giurin,GIRCAS47H37X625A,Pavia di udine,Via Aquileia 91
Danillo,De bitonti,DEBDAA41Z01X474S,Aviano,Via Selva 30
Primitivo,Giammarruco,GIMPRT18U16M179X,Sequals,Via Garibaldi 35
Nedo,Haider,HADNED18I36P289E,Lignano sabbiadoro,Via Dei cantieri 35
Dazelio,Bircaj,BIRDAL30J18V142I,Corno di rosazzo,Via Paolo diacono 10
Rami,Gaetani,GATRAM77X12M779G,Rivignano,Via Ermes di colloredo 7
Isabello,Chimienti,CHNISL17B19P546Q,Pontebba,Via Carducci 55
Adalberto,Jabarkhel,JAAADO45Q28E303J,Tramonti di sotto,Localita  Gai 11
Rudio,Lella,LEERUI77S12W490K,San giovanni al natisone,Via Montarezza 23
Moderno,Serrani,SEIMOO02F02Y868U,Pasian di prato,Via Colloredo 128
Reiner,Dalisay,DAARER99P24H484I,San daniele del friuli,Via Tagliamento 67
Guiscardo,Moglan,MOAGUR96T32O237O,Aviano,Via Pasquale besenghi 17
Panfilo,Monteforte,MOEPAA58G09B082S,Pasiano di pordenone,Via Capitello 68
Lamberto,Orlanduccio,ORDLAE98T21A635A,Roveredo in piano,Via M. grigoletti 10
Firmando,Caretta,CATFIA14V33P711W,Pontebba,Via Mazzini 31
Everaldo,Valiani,VAIEVR20C06E742C,San daniele del friuli,Via G.mazzini 36
Fieramonte,Spirito,SPIFIE61Q33W244H,Duino-aurisina,Frazione Aurisina 129
Nuzzo,De cruto,DE NUZ59M13E218T,Campoformido,Via Carpeneto 34
Meraldo,Kermans,KERMED06A01T313Y,Pordenone,Riviera Del pordenone 4
Comodo,Beloso,BEOCOO57E11F654N,Buja,Via Sorgenti cormor 7
Atos,Dell'anna misurale,DEAATO44X39G153V,Meduno,Via Rugo 10
Filoreto,Zambetti,ZATFII38R08R133A,Cividale del friuli,Via Darnazzacco 49
Irido,Fornaro,FOOIRD73Y35E648C,Pavia di udine,Viale Grado 33
Rinio,Boscarino,BOORII71A31L307F,Ronchis,Via Giuseppe garibaldi 26
Nono,Vaglio,VAGNOO07F05B819M,Montereale valcellina,Via Maniago 70
Rinieri,Cianci,CICRIR55S12R649N,Campoformido,Via Undici febbraio 97
Rivo,Giudetti,GIERIV12U36H154W,Medea,Via Xxiv maggio 20
Giovacchino,Vadacca,VAAGIN61E15B054T,Palmanova,Contrada Collalto 1
Mentino,Neri,NEIMEI07W01Y822W,Morsano al tagliamento,Via Roma 42
Pietrino,Minelli,MIIPIE22Z10J314I,Buja,Via Sorgenti cormor 1
Onillo,Maglie,MALONI46Y39S333E,Fiumicello,Via Pellis u. 10
Parmenio,Antonini,ANNPAA45V08C630W,Maniago,Via Giuseppe mazzini 2
Igino,Fanigliulo,FAIIGO01G12P865C,Tavagnacco,Via Ribis 23
Aduo,Martiriggiano,MAGADU45G07P827D,Meduno,Via Della stazione 27
Polidoro,Paglialunga,PAAPOL54B23S218P,Azzano decimo,Via Runtine 3
Rinaldino,Fama',FAARIN18N35Q911K,Martignacco,Via Cividina vecchia 13
Renieri,Falcione,FANREE87E13F841M,Ronchis,Via Givanni beccia 31
Ranato,Verderamo,VERRAA93W38X220D,Polcenigo,Via Cansiglio 22
Chiarino,Cattivera,CARCHI45I14T644J,Carlino,Via Nazionale 1
Orleo,Nanni,NANORL45F09I021Y,Muzzana del turgnano,Via Case nuove 49
Eustasio,Capraro,CAAEUO17O08M107E,Pordenone,Via Colvera 6
Prandino,Vetrugno,VEUPRN71A11X777R,Majano,Frazione S. tomaso 180
Alceste,Marchiori,MARALE57Y16U763C,Gradisca d'isonzo,Viale Venezia 12
Oneglio,Calvi,CAIONE49H25E428N,Gonars,Via P. zorutti 26
Serafino,Tierra,TIRSEI59V17L248G,Teor,Via Don eugenio zanini 3
Drago,Giannotti,GIADRR13H05L614R,Chions,Via Zara 4
Alvarino,Mazzariello,MALALO53C07D527Z,Romans d'isonzo,Via San giorgio 34
Roano,Riganello,RIGROO07W02S646N,San giorgio di nogaro,Via Martiri della libertã€ 7
Selenio,Taraku,TAKSEE08I19M642C,Cordenons,Via Stradelle 26
Palma,Mutolese,MUSPAL59R28J666W,Maniago,Via Mantellin 3
Gianmarco,Nafi,NAIGIA12O26I714O,Casarsa della delizia,Via Capitello 5
Paolino,Barbetta,BATPAN73Y01O043H,Budoia,Via Tarabin 22
Cristofolo,Covalenco,COCCRT88C22Q732X,Aviano,Via Fregona 8
Adalio,Fiordiso,FIOADO79I18K999Y,Gemona del friuli,Via Mons. tarcisio martina 6
Realmo,Hussain,HUAREL29B15F821G,Fontanafredda,Via C. percoto 129
Dedalo,Ferrari,FEADEE48D13N141G,Duino-aurisina,Frazione Slivia 36
Leterio,Scognamillo,SCMLET05V22U259C,Pordenone,Via V. candiani 17
Benetto,Buongiorno,BUGBEO71O11S818V,Ronchis,Via Maggiore 14
Nilvio,Cuppone,CUPNII13R33M924C,Polcenigo,Localita  Pecol 5
Salvadore,Haider,HADSAV86D16I378Y,Pontebba,Via Cavour 22
Ognissanti,Causo,CAUOGN32N06V400C,Cividale del friuli,Via Del crognolet 9
Adermo,Carla',CAAADM21N26G852R,Sequals,Via Dell'artigianato 21
Ismeno,Forino,FOOISO58G35H331Q,Marano lagunare,Via Francesco da marano 12
Cristian,Giorgelli,GIGCRA44T11L317H,Latisana,Via Trento 0
Oddino,Cebula,CELODD67V06X004L,Azzano decimo,Via Tiezzo 2
Neero,Baglivo,BAGNEE87K11U072B,Latisana,Via Fornasatte 0
Algemiro,Contursi,COSALE14I21E491G,Porcia,Via Milano 14
Lesbino,Dell'anna misurale,DEULEI25Q22D705B,Maniago,Via M. o. pietro venuti 9
Nazario,Falconieri,FAINAA10G02Y262A,San daniele del friuli,Via A.andreuzzi 7
Nardino,Lorio,LOINAI78R28D846B,Cividale del friuli,Via San floreano 27
Ivo,Melchiorre,MERIVV47N04X580N,Aviano,Via Dei rododendri 32
Gasperino,Cocola,COCGAE17T17T004C,San daniele del friuli,Via Fagagna 18
Pergente,Fasiello,FAIPEE30D05R033W,Montereale valcellina,Via N.sauro 9
Andrietto,Gualano,GUAANO67J16S815Z,Cervignano del friuli,Via Ippolito nievo 5
Federico,Mariano mariano,MARFEE08I14Z671V,Buja,Via Andreuzza 47
Faenzo,Branca,BRAFAE83Y38O422X,Pozzuolo del friuli,Via Campoformido 16
Apparizio,Caroli,CALAPA52S12G913U,Lignano sabbiadoro,Viale Miramare 51
Ringo,Forni,FONRII24K08D893I,Pradamano,Via Bariglaria 36
Mirando,Mastromatteo,MATMII78H30R758V,Corno di rosazzo,Via Aquileia 16
Piergaetano,Rainone,RAIPIT04C18R546G,Corno di rosazzo,Via Plebiscito 54
Marino,D'ascoli,D  MAR25Q18F381R,Coseano,Via Della pesa 150
Fioriso,Sempi,SEPFIO10S35H251T,Romans d'isonzo,Via Latina 56
Esuperanzo,Tasso,TASESS39L24E021N,Pagnacco,Via Cividina 5
Aduo,Contaldo,COOADU17W31W299L,Fiumicello,Via Matteotti 87
Parisse,Tocco,TOCPAS65Z02L584L,Cordenons,Via G. galilei 13
Benedetto,Da costa,DAOBET16S30S658W,Duino-aurisina,Frazione Sistiana 53
Amino,Milella,MIAAMM97G37R976M,Pordenone,Via San quirino 45
Gizio,Do,DOOGIO47Y23I478Q,Maniago,Via Divisione julia 74
Romantino,Bagordo,BAOROO35H25E079G,Azzano decimo,Via Cesena scorz 4
Piergiorgio,Ieva,IEVPIO05V13M810T,Pordenone,Via E. fermi 4
Rovildo,Frascaro,FRRROL40J34Y338V,Palazzolo dello stella,Via Della laguna 81
Roero,Sventura,SVNROO76Y06E004Z,Pordenone,Via Brusafiera 12
Giacomino,Malavenda,MAAGIA51Q00A721R,Gradisca d'isonzo,Via Aquileia 63
Folicardo,Grima,GRAFOI77N07G655E,Medea,Via Zorutti 30
Rubello,Iannaccone,IANRUO43A19Y240W,Torviscosa,Via Rossini 41
Iseldo,Minerva,MIAISD89S11D067X,Cordenons,Viale Di lares 42
Rocchino,Hasani,HANROC97M05A571K,Buttrio,Via Nazionale 33
Modestino,Rafaschieri,RAHMOI89C23B265O,Latisana,Via Forte 0
Ascanio,Dell'atti,DELASO46I00C507H,Torviscosa,Via Italo svevo 9
Emerenzio,Cardelli,CALEME68Y26V730X,Majano,Via Udine 71
Semplicio,Giannini,GIISEP53F01O846N,Moruzzo,Via Giulio zampa 1
Aldegondo,Fullone,FUOALL22C33L733V,Ragogna,Via Bosco 4
Almeris,Murri dello diago,MUOALL32Z38J507G,Romans d'isonzo,Via Redipuglia 21
Evangelista,Lai,LAIEVG81B07L720P,Buttrio,Via G.oberdan 25
Arzelio,Menegoli,MELARI60C07B204S,Aviano,Via Francesco patrizi 6
Amperio,Ramires,RARAMI89X36C965X,Muggia,Salita Muggia vecchia 62
Rofino,Xhelilaj,XHIRON68S30E789L,Pavia di udine,Via Pre' zaneto 11
Emiddio,Brahimllari,BRLEMD02Z28T088X,Montereale valcellina,Via Pordenone 19
Guidantonio,Feng,FEEGUN16K13R188T,San dorligo della valle - dolina,Frazione Dolina 90
Renunzio,Ballara,BALREN35R27P087Q,Palmanova,Borgo Udine 59
Pompilio,Oliokwe,OLWPOI87Q18I949X,Campoformido,Strada Dei lecci 5
Eustorgio,Giovanelli,GILEUS63I25I238O,Casarsa della delizia,Via G. v. menotti 14
Foscaro,Cordova montalvo,COOFOO32N09C581I,Azzano decimo,Via G. stuparich 7
Forestino,Munafo',MUFFON30S00E838M,Tramonti di sotto,Via Campone centro 55
Cusumano,Pavia,PAACUU63S22T212W,Romans d'isonzo,Via Nazario sauro 14
Lisindo,Armenise,ARRLIS04Y19Q122Z,Cassacco,Via Zorutti p. 30
Beppo,Dieye,DIYBEE63O32V948F,Cividale del friuli,Via Delle acque 15
Creonte,Russiello,RUICRE68X07Z132S,Budoia,Via Castello 50
Frangiotto,Donnicola,DOLFRA68V30W272D,Martignacco,Via Oreste conte 9
Olivano,Kajendran,KANOLN08F33Z766K,Porcia,Via Lombardia 25
Baldasarre,Cannarile,CANBAA51P29B148X,Premariacco,Via San paolino 25
Ortenso,Bramato,BROORO19K32V113U,Tarcento,Via G.baldissera 3
Regalino,Iacobellis,IAAREG38C39A164F,Medea,Via Roma 24
Nicola,D'uva,D  NIL58K32S059E,San daniele del friuli,Via Urbanis g. 19
Radames,Mea,MEERAD39N18Z304K,Pasian di prato,Via Spilimbergo 1
Serafino,Jesuthasan,JEHSEO35M29L185X,Coseano,Via Della liberta' 39
Filippino,De mitry,DE FIP45E25J776V,Erto e casso,Via Pians 8
Fiorluigi,Melorio,MEEFIU28P06V174W,Latisana,Viale Della stazione 32
Rosmaldo,Prasath,PRSROL78L28U792B,Buttrio,Via Divisione julia 33
Darmo,Francisco,FRRDAA69L19E453A,Latisana,Via Pier antonio gregorutti 1
Diomiro,Macri',MAADII59D30W791R,Gemona del friuli,Via Mons. corrado marzutto 7
Mito,Al haddy,AL MIT98T09W196M,Pasiano di pordenone,Via Roma 102
Luano,Colagiorgio,COLLUU52Y20B084Z,Cordenons,Via Monte cervino 1
Furiano,Rigliaco,RIAFUO45U31L767G,Lignano sabbiadoro,Corso Dei continenti 149
Chicco,Conz,CONCHH65P21C019E,Cividale del friuli,Corso Giuseppe mazzini 26
Divo,Briamo,BRADII71J11T228A,Pozzuolo del friuli,Via Buttrio 43
Fiorento,Petralia,PEEFIO87I01O079Q,Fiumicello,Via Isoletta 18
Reldo,Mainetti,MAEREE25A15X986O,Lignano sabbiadoro,Via Casa bianca 1
Adelmaro,Fari',FAIADD31V01F180U,Montereale valcellina,Via Malnisio 20
Isonzo,Vanini,VANISZ46G08X753E,Muggia,Via Alighieri 51
Ottorino,Soni,SOIOTR13P04F336H,Azzano decimo,Piazza S. michele arc. 18
Castrese,Sampieri,SAECAA40B31T839Z,Gradisca d'isonzo,Borgo S. m . maddalena 24
Rufo,Scolarici,SCCRUO78Y04Z826E,Gemona del friuli,Via Tagliamento 18
Barbato,Diakite,DIABAA77E20M058S,Gradisca d'isonzo,Via Quaiatti i. 6
Piacentino,Mata,MATPIT06K22L515C,Casarsa della delizia,Via Monte coglians 18
Siro,Delija,DEISII66H20W576E,Palmanova,Via G. matteotti 7
Romulado,Pango,PAAROO79W11F994U,Latisana,Via Giovanni bertotto 2
Scevola,Carparelli,CAESCL13G06Y057Q,Budoia,Via Julia 6
Rito,Buttari,BUURIO12P04X184C,Latisana,Via Botticelli 18
Leonino,Espinal bueno,ESPLEO96N13X417Y,Ragogna,Via Patriarca bertrando 28
Lesbino,Sciascia,SCSLEI29U26D305B,Moruzzo,Via Giulio zampa 34
Nino,Nostro,NOONII86C38D358P,Remanzacco,Via Cavezzadoria 1
Ameglio,Salvatori,SAAAME04S26G260F,Pasian di prato,Via Brescia 18
Biasio,Ponzano,POOBII70K21Z520F,San daniele del friuli,Via V.valconis 24
Dero,Jabarkhel,JAHDEO10V03V327G,Cividale del friuli,Via San moro 65
Rondino,Badgujar,BAARON23P18R518M,Meduno,Via Tramonti 22
Carolo,Cataldi,CADCAO92U23Z677V,Pordenone,Via G. leopardi 8
Cleonice,Quarato,QUACLO41T22H350Y,Cordenons,Via Martiri della liberta 146
Delmo,Perone,PENDEL16L15C616G,Cordenons,Via Pasch 42
Alan,Magi,MAIALN15A22A963P,Remanzacco,Viale Del sole 41
Marcellino,Cosi,COOMAL70C17Z608H,Castelnovo del friuli,Localita  Vigna 55
Guidino,Guglielmo,GUOGUI16A32E990U,Majano,Frazione S.eliseo 9
Ferigo,Cabibbo,CAIFEI70J32L236Q,Pordenone,Via A. zenari 35
Pierangelo,Cosimi,COOPIL29J24C226M,Remanzacco,Via De gasperi alcide 6
Africano,Caiaffa sportella,CA AFO61H00Y951W,Budoia,Via Friuli 15
Oscar,Preziuso,PROOSA39N12R029Q,Gonars,Via Torviscosa 11
Organtino,Pingi,PIGORO21O14M512S,Pasian di prato,Via Dante 52
Ildo,Magri',MAIILD45G28T389Z,Carlino,Via Domenico fabris 11
Giano,Iurlano,IUOGIA80G38N073Q,Castelnovo del friuli,Localita  Sottocolli 35
Andrietto,Cantoro,CAOANT55C39C652L,Buttrio,Via Martiri 28
Nedio,Trombone,TRENEO78R13B243U,Casarsa della delizia,Via Monte grappa san giovanni 25
Misaele,Faivre,FAIMIE99K29L262I,Campoformido,Via C.percoto 111
Angiolo,Bisceglie,BICANN86S23I663V,Medea,Corso Friuli 13
Ottomaro,Maniglia,MALOTA35E12N314G,Azzano decimo,Via Runtine 32
Oredano,Nielli,NIIORN83P20S367G,Muzzana del turgnano,Via Stroppagallo 13
Piero,Iannone,IANPII54S30W097A,Palmanova,Via Pisani 8
Mentino,De fazio,DEFMEI11W19H704H,Campoformido,Via G.verdi 53
Nelusco,Giannini,GIANEL10Z37G127H,Pordenone,Viale Cossetti 24
Ercole,Pandorino,PAOERL30F04F850K,Fontanafredda,Via Amalteo 11
Adio,Savoiardi,SADADO62U02Q993T,Aquileia,Piazza Capitolo 9
Odisseo,Lefons,LENODI69W23X705E,Cervignano del friuli,Via Roma 13
Reno,Azzolini,AZZREE75R26V626X,Remanzacco,Via Braidotti don pietro 20
Eustacchio,Vergara,VEAEUC47U39R843M,Maniago,Via Pola 9
Lavino,Piazza,PIILAA81A25F822J,Medea,Via Xxiv maggio 12
Grisante,Cardignan,CANGRE49E07S052I,Cassacco,Via Delle fornaci 4
Arcangelo,Pianezzola,PIZARL51T18H929P,Morsano al tagliamento,Via Carbona 5
Quintilino,Verderamo,VERQUI88U02N293P,Montereale valcellina,Via Puccini 2
Ingenuino,Assiro,ASRING88W15Y652Y,Buttrio,Via Iii armata 19
Aldisio,Parente,PANALO22U19E954D,Pordenone,Via E. fermi 9
Abdenago,Zanini,ZAIABG34S32T712B,San dorligo della valle - dolina,Frazione Caresana 94
Renis,Jancusova,JAAREI89R09E920S,Gradisca d'isonzo,Via Rossini g. 3
Moraldi,Thomas,THHMOL32Z15Q788P,Latisana,Via Dei pini 25
Eldino,Crespino,CRSELI22T20E067G,Pasiano di pordenone,Via Codope 39
Anterio,De siato,DE ANR41P10B742T,Lignano sabbiadoro,Calle Beethoven 13
Mariso,Coia,COIMAS96E26B263Q,Fiumicello,Via Donatori di sangue 18
Alearco,Vispiano,VIIALA44F00B967T,Tarcento,Via G.pascoli 1
Palmero,Valentino,VATPAL88G07F918N,Pordenone,Viale Rotto 5
Clauco,Thivakaran,THVCLU06D01T017C,Cervignano del friuli,Via Eugenio montale 13
Fiorentino,Leonardo,LEAFIN99Y30H721K,Cividale del friuli,Via Michelangelo buonarroti 11
Alcide,Zanini,ZANALI46Z27Z399C,Muggia,Salita Muggia vecchia 19
Odeo,La tegola,LAEODO05J29P097L,Lignano sabbiadoro,Via Annia 56
Filemone,Muccio,MUIFII35A11Q424J,Lignano sabbiadoro,Viale Della scultura 21
Ronerto,Nocente,NONROE25O17T853O,Santa maria la longa,Via S. pietro 5
Ferrino,Madaghiele,MALFEO67J05K475W,Cervignano del friuli,Via Enrico fermi 8
Rofillo,Giorgi,GIIROI67J34E955S,San giorgio di nogaro,Via Stazione 27
Nestore,De monte,DENNES45C12U530B,Remanzacco,Via Scrosoppi luigi 29
Getullio,De nardis,DESGEL94I17N980V,Clauzetto,Via Celante 27
Olando,Simini,SINOLL69G31G696E,Tavagnacco,Via Nazionale 15
Maso,Mata,MAAMAS38V21X441I,Aviano,Via Grave 6
Lorenzano,Falerno,FANLOA29B30I805Q,Palmanova,Via Dei carpini 11
Firmo,Rotondo,ROOFIR60L25O367D,Lignano sabbiadoro,Via Raggio delle acacie 32
Antimo,Schipa,SCCANO63G33Y218G,Tramonti di sotto,Via Campone centro 2
Littorio,Giorgino,GIILIT00A21E224Y,Budoia,Via Rojal 10
Afro,Benistan,BENAFO68C30M186Z,Tarcento,Via Qualso 6
Eracleo,Cuscuna',CUSERO94T01C608V,Muggia,Via Colarich 73
Anatolio,Leopizzi,LEZANA76Z02X682F,Pordenone,Viale G. marconi 15
Gianello,Vigliotta,VITGIL54R34O307C,Torviscosa,Viale Marconi 192
Bello,Anastasia,ANSBEO04I11Z699K,Medea,Via Roma 37
Randolfo,Rosato,ROORAA00U05R811V,Aviano,Via Arnaldo fusinato 5
Flamminio,Ahmetaj,AHEFLL79C28L205L,Reana del rojale,Via Roma 100
Salvatorino,Tolentino,TOOSAA94T04S734B,Aviano,Via Per l'ortugna 36
Bambino,Convenga,CONBAI96I27Y719E,Buttrio,Via Pradamano 5
Drago,Dell'onze,DELDRO67U32B440P,Teor,Via Case nuove 16
Rosino,Costanziello,CONRON44Q05I461F,Tricesimo,Via Roma 102
Muziano,Riezzo,RIEMUI85S01J177G,Remanzacco,Via Ferro carlo 5
Grazietto,Paturso,PAUGRT62C26F134R,Sesto al reghena,Via Xxx aprile 5
Michelino,Nuzzo,NUZMIN23L30S762O,Tarcento,Viale G.matteotti 46
Freido,Camardella,CAMFRR21P09W009B,Lignano sabbiadoro,Via Tolmezzo 27
Raimondo,Castriotti,CAIRAM91K27K838H,Cividale del friuli,Strada Del bosco romagno 1
Aggeo,Sangiovanni,SANAGE57Z20X780N,Fontanafredda,Via Custoza 3
Barsanofrio,Giorgio,GIIBAN48N32X987V,Aviano,Via Aldo moro 18
Crescentino,Marotta,MATCRC90D31U143U,Majano,Via Piave 78
Medeo,Gismondi,GISMED56J32D585K,Cividale del friuli,Via Friuli 16
Giosaffatto,Mergola,MERGIS02D29Q296A,Moimacco,Via Roeda 1
Edilio,D'amone,D OEDD06W32L414C,Aviano,Via Selva 49
Simeo,Evangelista,EVESIE79R30Y708A,Pordenone,Via B. stringher 7
Piero,Sole,SOEPII93L08G696E,Lignano sabbiadoro,Via Arco dell'alba 85
Meschino,Pezzuto,PEOMEH33T12A584P,Erto e casso,Via A. diaz 6
Oriello,Savina,SAAORI31G29Q185P,Tarcento,Via Malemaseria 10
Bonanno,Melica,MEEBON91V25G826M,San daniele del friuli,Piazzale Iv novembre 6
Sigefrido,Trotta,TRTSIF90Z00N745H,Buja,Piazza Madonna 37
Agabito,Mercadante,MECAGO73D05A044R,Gradisca d'isonzo,Viale Trieste 23
Eduino,Vergara,VEREDO24U08S744D,Pozzuolo del friuli,Via Della statua 3
Eschilo,La valle,LAEESC44M17Y171O,Latisana,Via Tisanella 117
Salvo,Falangone,FANSAO38Q13J874T,Lignano sabbiadoro,Via Raggio di giove 25
Astorre,Piccinno,PINASS23U09I417O,Morsano al tagliamento,Via Interna 64
Rufillo,Carangelo,CANRUL31L34X916T,Campoformido,Viale Delle rose 126
Aldobrandino,Pernorio,PEOALD52V37N937K,Azzano decimo,Via Don davide burlon 24
Leonillo,Kajoshi,KAHLEL83N33X815Y,Lignano sabbiadoro,Via Adige 4
Costabile,Ioudioux,IOOCOS23M22F920U,Fontanafredda,Via Iv novembre 24
Elso,Galiotta,GALELO48R10P344N,Artegna,Via Sottocastello 7
Sisino,Spoti,SPISIO42W33Y166H,Tarcento,Via Riviera d.ponente 40
Liberante,Acace,ACCLIN02A07I313H,Romans d'isonzo,Via Delle monache 22
Epifanio,Giuliani,GIAEPP41M25W766O,Pordenone,Via Meschio 5
Alciso,Cito,CIIALS30C22J634O,Rivignano,Via Codroipo 29
Onillo,Ruscigno,RUOONO12C27F115B,Martignacco,Poggio Stringher 2
Aramis,Mutolese,MUTARM90E31J365K,Erto e casso,Via Cesare battisti 14
Adermo,La torre,LAAADM51X23F526C,Pordenone,Via S. d'acquisto 44
Gabriele,Licci,LICGAE64L39H280F,Cordenons,Via Isonzo 29
Brasilino,Savastio,SAOBRL79K24F314U,Budoia,Via Rojal 22
Livinio,Taraku,TAKLII68X30J721S,Santa maria la longa,Via Del fieno 18
Getulio,Kusey,KUEGEL01J37I245C,San giovanni al natisone,Via L. gortani 23
Deotiaiuti,Alberani,ALEDEO25I14W622R,Lignano sabbiadoro,Via Arco del maestrale 36
Giosefatto,Covino,COOGIF02P36R906X,Cordovado,Via Del mulino 3
Fesio,Hoxha,HOHFEE95J35U927Z,Majano,Via Venezia giulia 31
Rezio,Sessa,SESREO29B23M780I,Campoformido,Via C.percoto 63
Amilcare,Pennetta,PEAAML21A31C108W,Moimacco,Via San giovanni 46
Ampeglio,Pellicani,PEIAME82T30E297Q,Pasian di prato,Via Bassa 57
Rovildo,Salierno,SAAROI59A27U985D,Pasian di prato,Via Vicenza 28
Amerindo,Krishnaparan,KRHAMI68U33F113G,Polcenigo,Via San michele 2
Giovammaria,Portaccio,POIGII46E15K088W,Gemona del friuli,Via San biagio 55
Dolfino,Azzone,AZEDON24P34B194V,Pavia di udine,Via Della stazione 15
Russo,Ronzino,ROORUO16V01K122L,Pontebba,Via Cavour 29
Elzeario,Capasso,CAPELL74W04M712X,Medea,Borgo S.antonio 16
Narcisio,Capozzi,CAZNAO34H06T059D,Remanzacco,Piazza Diacono paolo 9
Giustino,Calicchia,CAAGIS54W24J725B,Cordovado,Via Al tiglio 9
Lenino,Battaglia,BAALEN33J19T522C,San giovanni al natisone,Vicolo Della rosta 10
Averaldo,Nuri,NUIAVO55X04N415W,Pozzuolo del friuli,Via Cortello 0
Artaserse,Morigino,MOIARE96J14G119N,Azzano decimo,Via Cesena principale 70
Possidio,Nisi,NIIPOI23P39H057N,Montereale valcellina,Via Maniana 67
Osvaldo,Torsello,TOLOSV78D02Z574N,Rivignano,Via Antonio gramsci 21
Omobuono,Nistri,NIIOMU31C04E539A,Remanzacco,Casali Battiferro di sopra 25
Orfelio,D'alo',D LORF17O29Q238I,Bicinicco,Via 25 aprile 56
Ampelio,Picco,PICAMP07E01L492T,San giovanni al natisone,Viale Della stazione 1
Alemaro,Moretto,MOTALO55A10G040D,Martignacco,Via Plaino 12
Ardemaro,Diouss,DISARA73M06A336H,Tramonti di sotto,Via A.manzoni 8
Amantino,Caniglia,CAAAMN25C06U184R,Tavagnacco,Vicolo Turati 2
Ruello,Sventura,SVURUO03F27M453Q,Azzano decimo,Via Cimitero 11
Celesto,Bottazzo,BOACEE59J11P792T,Azzano decimo,Piazza S. michele arc. 45
Ginepro,Occhibianco,OCIGIO51D02T138Q,San giovanni al natisone,Via Quattro novembre 83
Orvelio,Gaglianello,GAIORO22I37M832S,Reana del rojale,Via Celio nanino 123
Indro,Sorge,SOGINR79G02Q008Q,Brugnera,Via Zoppat 5
Romes,Casto,CAAROM84A19A234U,Cervignano del friuli,Via Della resistenza 5
Delizio,Nastasia,NAADEL30L07G192D,Aviano,Via Pasquale besenghi 5
Esperio,Gentile,GEIESR15Q20B141E,Bagnaria arsa,Via Morpurgo 2
Aleandro,Camposeo,CAOALO90Z17M457Y,Latisana,Via Daniele manin 63
Orelio,Lenucci,LECORI21Z06T965B,Cordenons,Via D'aviano 39
Corallino,Foti,FOTCOI58U17T879X,Erto e casso,Localita  Saveda 12
Amonasro,Melcore,MEEAMA53O39I874I,Pordenone,Via Bibione 6
Agatone,Metrillo,METAGE34W01T119I,Muggia,Via Di zaule 91
Aldesino,Grammenou,GROALL15L17Y320U,Maniago,Via Gemona 9
Catterino,Cannizzo,CAICAN04H25U370C,Campoformido,Via Carpeneto 9
Respicio,Sportella,SPLREP88K05C937C,Artegna,Via Andreussi 2
Fioravante,Chetta,CHTFIO15W11Z287W,Fontanafredda,Via Rivata 43
Enrichetto,Martignago,MAGENC76X18X033V,Ronchis,Via San mauro 7
Lidano,Albergo,ALRLIO73Z04E016J,Pordenone,Via Prasecco 13
Aniceto,Cervino,CERANI20K26M249Q,Erto e casso,Localita  I forscãˆs 26
Germinale,Scianaro,SCIGEM55T21O179J,Cividale del friuli,Via Carlo alberto 42
Beniamino,Consani,CONBEN66Y18R690D,Cividale del friuli,Via Doria 10
Contardo,Ancona,ANNCON72B03Y573Q,Latisana,Via Coriolano gnesutta 22
Cenerino,Intorre,INTCEO05W01S919T,Rivignano,Via Cavour 49
Fortuno,Assettati,ASTFOT65B31C120C,Azzano decimo,Via Capitano monticco 2
Abaco,Tommasi,TOIABO05Y02C641W,Polcenigo,Via Sottocolle 66
Alideo,Velino,VEEALE15U14S462C,Campoformido,Via Carpeneto 33
Cloridano,Vijayaratnam,VIACLA21H37Y841H,Pagnacco,Via Dei platani 97
